product_name,description,url,category,source
MongoDB,"MongoDB stores data in JSON-like documents that can vary in structure, offering a dynamic, flexible schema. MongoDB was also designed for high availability and scalability, with built-in replication and auto-sharding.",http://www.mongodb.com/,NoSQL Databases,ts
MonkeyLearn,"Turn emails, tweets, surveys or any text into actionable data. Automate business workflows and saveExtract and classify information from text. Integrate with your App within minutes. Get started for free.",http://www.monkeylearn.com,NLP And Text Analytics,ts
Moodle,"With hundreds of millions of users around the globe and translated into over 100 languages, more organisations choose Moodle to support their education and training needs than any other system in the world.",,Learning Management Systems,ts
Moosend,It is a powerful email marketing platform with world class features and one the simplest user interfaces in the market that doesn't break the bank.,https://moosend.com,Email Marketing Platforms,ts
Google Cloud Pub/Sub,Cloud Pub/Sub is a fully-managed real-time messaging service that allows you to send and receive messages between independent applications. You can leverage Cloud Pub/Sub’s flexibility to decouple systems and components hosted on Google Cloud Platform or elsewhere on the Internet.,https://cloud.google.com/,Backend-as-a-Service,ts
Google Cloud Storage,"Google Cloud Storage allows world-wide storing and retrieval of any amount of data and at any time. It provides a simple programming interface which enables developers to take advantage of Google's own reliable and fast networking infrastructure to perform data operations in a secure and cost effective manner. If expansion needs arise, developers can benefit from the scalability provided by Google's infrastructure.",https://cloud.google.com/products/cloud-storage/,Storage Infrastructure,ts
Google Data Studio,,,Data Visualization,ts
Google Drive,"Keep photos, stories, designs, drawings, recordings, videos, and more. Your first 15 GB of storage are free with a Google Account. Your files in Drive can be reached from any smartphone, tablet, or computer.",https://developers.google.com/drive,File Sharing,ts
Google Forms,It is a cloud-based questionnaire and survey solution with real-time collaboration and powerful tools to customize form questions. It can also be used to create online quizzes.,https://docs.google.com/forms/,Forms And Surveys,ts
Google Maps,"Create rich applications and stunning visualisations of your data, leveraging the comprehensiveness, accuracy, and usability of Google Maps and a modern web platform that scales as you grow.",https://developers.google.com/maps/,Mapping And GIS,ts
Google Meet,"It is the business-oriented version of Google's Hangouts platform and is suitable for businesses of all sizes. It allows users to dial in phone numbers to access meetings, thus enabling users with slow internet connection to call in.",https://meet.google.com/,Audio Conferencing,ts
Google My Business,"It is a free and easy-to-use tool for businesses and organizations to manage their online presence across Google, including Search and Maps. If you verify and edit your business information, you can both help customers find your business and tell them your story.",https://www.google.com/business/,Lifecycle Marketing,ts
Google Sheets,"Access, create, and edit your spreadsheets wherever you go—from your phone, tablet, or computer.",http://www.google.com/sheets/about/,Office Suites,ts
C#,"C# (pronounced ""See Sharp"") is a simple, modern, object-oriented, and type-safe programming language. C# has its roots in the C family of languages and will be immediately familiar to C, C++, Java, and JavaScript programmers.",http://csharp.net,Languages,ts
C++,"C++ compiles directly to a machine's native code, allowing it to be one of the fastest languages in the world, if optimized.",http://www.cplusplus.com/,Languages,ts
Asana,"Asana is the easiest way for teams to track their work. From tasks and projects to conversations and dashboards, Asana enables teams to move work from start to finish--and get results. Available at asana.com and on iOS & Android.
",http://asana.com/,Project Management,ts
ASP.NET,".NET is a developer platform made up of tools, programming languages, and libraries for building many different types of applications.",https://www.asp.net/,Languages,ts
Bitbucket,"Bitbucket gives teams one place to plan projects, collaborate on code, test and deploy, all with free private Git repositories. Teams choose Bitbucket because it has a superior Jira integration, built-in CI/CD, & is free for up to 5 users.",https://bitbucket.org,Configuration Management,ts
MySQL,"The MySQL software delivers a very fast, multi-threaded, multi-user, and robust SQL (Structured Query Language) database server. MySQL Server is intended for mission-critical, heavy-load production systems as well as for embedding into mass-deployed software.",http://www.mysql.com/,Relational Databases,ts
